ID	Type	Traffic
25	Random-threshold	5.537432789
26	Random-threshold	5.961402306
27	Random-threshold	6.392981112
28	Random-threshold	6.826910588
29	Random-threshold	7.262020187
30	Random-threshold	7.696147029
31	Random-threshold	8.201161505
32	Random-threshold	8.668248004
33	Random-threshold	9.159375088
34	Random-threshold	9.651621765
35	Random-threshold	10.14824156
36	Random-threshold	10.32592268
37	Random-threshold	10.57280154
38	Random-threshold	10.83076574
39	Random-threshold	10.98352346
40	Random-threshold	11.13662546
41	Random-threshold	11.28973092
42	Random-threshold	11.48122533
43	Random-threshold	11.67659537
44	Random-threshold	11.85386707
45	Random-threshold	12.03148404
46	Random-threshold	12.21733726
47	Random-threshold	12.54482221
48	Random-threshold	12.87229925
49	Random-threshold	13.2022077
50	Random-threshold	13.60178892
51	Random-threshold	13.78267978
52	Random-threshold	14.02922702
53	Random-threshold	14.27576635
54	Random-threshold	14.52256121
55	Random-threshold	14.76939165
56	Random-threshold	15.02759654
57	Random-threshold	15.28547123
58	Random-threshold	15.43724503
59	Random-threshold	15.58936796
60	Random-threshold	15.74236321
61	Random-threshold	15.93609051
62	Random-threshold	16.13047703
63	Random-threshold	16.32761301
64	Random-threshold	16.52758435
65	Random-threshold	16.7279317
66	Random-threshold	16.93168886
67	Random-threshold	17.13568963
68	Random-threshold	17.33414446
69	Random-threshold	17.54546162
70	Random-threshold	17.73180458
71	Random-threshold	17.91876836
72	Random-threshold	18.21812568
73	Random-threshold	18.51755344
74	Random-threshold	18.81711381
75	Random-threshold	19.1384617
76	Random-threshold	19.5624233
77	Random-threshold	19.99399418
78	Random-threshold	20.42791573
79	Random-threshold	20.86301744
80	Random-threshold	21.29713639
81	Random-threshold	21.80214299
82	Random-threshold	22.2692216
83	Random-threshold	22.87770169
1	Two-stage	0.181511056
2	Two-stage	0.428814415
3	Two-stage	0.67618857
4	Two-stage	0.923808418
5	Two-stage	1.171494362
6	Two-stage	1.430533432
7	Two-stage	1.689296752
8	Two-stage	1.841612277
9	Two-stage	1.994289318
10	Two-stage	2.147849717
11	Two-stage	2.342097285
12	Two-stage	2.537024646
13	Two-stage	2.734876899
14	Two-stage	2.935573242
15	Two-stage	3.136652482
16	Two-stage	3.341159421
17	Two-stage	3.545872156
18	Two-stage	3.745001733
19	Two-stage	3.956963429
20	Two-stage	4.143897034
21	Two-stage	4.331474589
22	Two-stage	4.631843884
23	Two-stage	4.932293319
24	Two-stage	5.232874763
25	Two-stage	5.555280893
26	Two-stage	5.980681267
27	Two-stage	6.413706579
28	Two-stage	6.849014418
29	Two-stage	7.285511454
30	Two-stage	7.7210749
31	Two-stage	8.227446336
32	Two-stage	8.695693792
33	Two-stage	9.188177601
34	Two-stage	9.681773297
35	Two-stage	10.17977644
36	Two-stage	10.35806909
37	Two-stage	10.60577332
38	Two-stage	10.86460153
39	Two-stage	11.01791651
40	Two-stage	11.17157508
41	Two-stage	11.32523756
42	Two-stage	11.51723264
43	Two-stage	11.71300791
44	Two-stage	11.89082559
45	Two-stage	12.06899751
46	Two-stage	12.25543027
47	Two-stage	12.58370355
48	Two-stage	12.91197683
49	Two-stage	13.24271027
50	Two-stage	13.64322996
51	Two-stage	13.82474102
52	Two-stage	14.07204439
53	Two-stage	14.31941856
54	Two-stage	14.56703842
55	Two-stage	14.81472437
56	Two-stage	15.07376346
57	Two-stage	15.3325268
58	Two-stage	15.48484234
59	Two-stage	15.63751939
60	Two-stage	15.79107981
61	Two-stage	15.9853274
62	Two-stage	16.18025478
63	Two-stage	16.37810705
64	Two-stage	16.57880342
65	Two-stage	16.77988268
66	Two-stage	16.98438964
67	Two-stage	17.18910239
68	Two-stage	17.38823199
69	Two-stage	17.60019371
70	Two-stage	17.78712733
71	Two-stage	17.97470491
72	Two-stage	18.27507422
73	Two-stage	18.57552368
74	Two-stage	18.87610514
75	Two-stage	19.19851129
76	Two-stage	19.62391169
77	Two-stage	20.05693702
78	Two-stage	20.49224488
79	Two-stage	20.92874193
80	Two-stage	21.3643054
81	Two-stage	21.87067686
82	Two-stage	22.33892433
83	Two-stage	22.94885098
1	Server-side	0.180890848
2	Server-side	0.427438078
3	Server-side	0.673977404
4	Server-side	0.920772253
5	Server-side	1.167602676
6	Server-side	1.425815745
7	Server-side	1.683699838
8	Server-side	1.835473628
9	Server-side	1.987596551
10	Server-side	2.140599978
11	Server-side	2.334335661
12	Server-side	2.528731558
13	Server-side	2.72587695
14	Server-side	2.925857686
15	Server-side	3.126214416
16	Server-side	3.329980961
17	Server-side	3.533991557
18	Server-side	3.732456268
19	Server-side	3.943782866
20	Server-side	4.130135737
21	Server-side	4.317109422
22	Server-side	4.61647682
23	Server-side	4.915914661
24	Server-side	5.215484911
25	Server-side	5.536842596
26	Server-side	5.960812024
27	Server-side	6.39239077
28	Server-side	6.826320186
29	Server-side	7.261429755
30	Server-side	7.695556568
31	Server-side	8.200571014
32	Server-side	8.667657483
33	Server-side	9.158784538
34	Server-side	9.651031184
35	Server-side	10.14765095
36	Server-side	10.32533207
37	Server-side	10.57221093
38	Server-side	10.8301751
39	Server-side	10.98293279
40	Server-side	11.13603476
41	Server-side	11.28914019
42	Server-side	11.48063457
43	Server-side	11.67600458
44	Server-side	11.85327625
45	Server-side	12.03089319
46	Server-side	12.21674633
47	Server-side	12.54423121
48	Server-side	12.87171609
49	Server-side	13.20162451
50	Server-side	13.6012057
51	Server-side	13.78209656
52	Server-side	14.0286438
53	Server-side	14.27518313
54	Server-side	14.52197799
55	Server-side	14.76880843
56	Server-side	15.02702152
57	Server-side	15.28490563
58	Server-side	15.43667943
59	Server-side	15.58880236
60	Server-side	15.74180581
61	Server-side	15.93554151
62	Server-side	16.12993743
63	Server-side	16.32708284
64	Server-side	16.5270636
65	Server-side	16.72742035
66	Server-side	16.93118692
67	Server-side	17.13519753
68	Server-side	17.33366226
69	Server-side	17.54498888
70	Server-side	17.73134177
71	Server-side	17.91831548
72	Server-side	18.2176829
73	Server-side	18.51712076
74	Server-side	18.81669103
75	Server-side	19.13804874
76	Server-side	19.56201818
77	Server-side	19.99359695
78	Server-side	20.42752639
79	Server-side	20.86263598
80	Server-side	21.29676281
81	Server-side	21.80177728
82	Server-side	22.26886377
83	Server-side	22.87734382
